KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Türkçe,Greek,Dutch,Vietnamese
texWholeBlock,Apply to Whole Block,Auf ganzen Block anwenden,Appliquer au bloc entier,Applica all'intero Blocco,Aplicar a todo el bloque,Aplicar a todo o Bloco,Aplicar em Todo Bloco,Zastosuj dla całego bloku,Применить ко всему блоку,ブロック全体に適用,应用到整个方块,應用至全部方塊,전체 블록에 적용,Tüm Bloğa Uygula,Εφαρμογή σε Ολόκληρο το Μπλοκ,Toepassen op heel blok,Áp dụng cho toàn bộ bề mặt khối
titleCircuit2xAnd,2x AND,2x UND,2 x AND (ET),2x AND,2x AND (Sí),2x AND,2x AND,2x AND,2x AND,2x AND,2x 与,2x與,2x AND,2x VE,2x AND,2x AND,
titleCircuit2xNand,2x NAND,2x Nicht-UND,2 x NAND (inverse de ET),2x NAND,2x NAND (Sí negado),2x NAND,2x NAND,2x NAND,2x NAND,2x NAND,2x 与非,2x與非,2x NAND,2x VE DEĞİL,2x NAND,2x NAND,
titleCircuit2xNor,2x NOR,2x Nicht-ODER,2 x NOR (inverse de OU),2x NOR,2x NOR (No negado),2x NOR,2x NOR,2x NOR,2x NOR,2x NOR,2x 或非,2x或非,2x NOR,2x NE DE,2x NOR,2x NOR,
titleCircuit2xOr,2x OR,2x ODER,2 x OR (OU),2x OR,2x OR (Ó),2x OR,2x OR,2x OR,2x OR,2x OR,2x 或,2x或,2x OR,2x YA DA,2x OR,2x OR,
titleCircuit4xAnd,4x AND,4x UND,4 x AND (ET),4x AND,4x AND (Sí),4x AND,4x AND,4x AND,4x AND,4x AND,4x 与,4x與,4x AND,4x VE,4x AND,4x AND,
titleCircuit4xNand,4x NAND,4x Nicht-UND,4 x NAND (inverse de ET),4x NAND,4x NAND (Sí negado),4x NAND,4x NAND,4x NAND,4x NAND,4x NAND,4x 与非,4x與非,4x NAND,4x VE DEĞİL,4x NAND,4x NAND,
titleCircuit4xNor,4x NOR,4x Nicht-ODER,4 x NOR (inverse de OU),4x NOR,4x NOR (No negado),4x NOR,4x NOR,4x NOR,4x NOR,4x NOR,4x 或非,4x或非,4x NOR,4x NE DE,4x NOR,4x NOR,
titleCircuit4xOr,4x OR,4x ODER,4 x OR (OU),4x OR,4x OR (Ó),4x OR,4x OR,4x OR,4x OR,4x OR,4x 或,4x或,4x OR,4x YA DA,4x OR,4x OR,
titleCircuitDelay,Delay,Verzögerungsglied,DÉLAI,Ritardo,Retardo,Atraso,Atraso,Opóźnienie,Задержка,遅延,延迟,延遲,지연,Gecikme,Καθυστέρηση,Delay,
titleCircuitInverter,Inverter,Inverter,INVERSER,Invertitore,Inversor,Conversor,Inverter,Inwerter,Inverter,Inverter,反相器,反向器,인버터,Ters Çevirici,Αντιστροφή,Inverter,
titleCircuitSRLatch,Set/Reset Latch,Setz/Rücksetz Schalter,SET/RESET LATCH,Imposta/Ripristina Latch,Establecer/Restablecer cerrojo,Definir/Redefinir Trinco,Definir/Reiniciar Trava,Ustaw / Zresetuj zatrzask,SR-триггер,Set/Reset Latch,复位/置位触发器,設定/重設鎖定,래치 설정/재설정,Ayarla/Sıfırla Mandalı,Ρύθμιση / Επαναφορά Λουκέτου,Set/Reset Latch,
titleCircuitXnor,XNOR,Nicht-XOR,XNOR (Identiques),XNOR,XNOR (Ó exclusivo negado),XNOR,XNOR,XNOR,XNOR,XNOR,同或,同或,XNOR,YA DA (Dışlamalı),XNOR,XNOR,
titleCircuitXor,XOR,XOR,XOR (Exclusif),XOR,XOR (Ó exclusivo),XOR,XOR,XOR,XOR,XOR,异或,異或,XOR,VE YA (Dışlamalı),XOR,XOR,
titleConsole,Console,Konsole,Console,Consolle,Consola,Consola,Console,Konsola,Консоль,コンソール,控制台,控制台,콘솔,Konsol,Κονσόλα,Console,Bảng điều khiển
titleCreativeMenu,Creative Menu,Kreativ-Menü,Menu création,Menu Creativa,Menú Creativo,Menu Criativo,Menu Criativo,Menu przedmiotów,Творческое меню,クリエイティブメニュー,创造菜单,創造模式選單,크리에이티브 메뉴,Yaratıcı Menü,Μενού Δημιουργικότητας,Creatief menu,
titleFuelTank,FUEL TANK,TREIBSTOFFTANK,RÉSERVOIR DE CARBURANT,SERBATOIO DI CARBURANTE,TANQUE DE COMBUSTIBLE,DEPÓSITO DE COMBUSTÍVEL,TANQUE DE COMBUSTÍVEL,ZBIORNIK PALIWA,ТОПЛИВНЫЙ БАК,燃料タンク,燃料罐,燃料箱,연료 탱크,YAKIT DEPOSU,ΔΕΞΑΜΕΝΗ ΚΑΥΣΙΜΟΥ,Brandstoftank,BÌNH XĂNG
titleFurnace,Furnace,Schmelzofen,Fourneau,Fornace,Horno,Forno,Fornalha,Piec hutniczy,Печь,溶鉱炉,熔炉,熔爐,용광로,Fırın,Φούρνος,Smeltoven,Lò nung
titleItems,Items,Gegenstände,Eléments,Oggetti,Objetos,Objetos,Itens,Przedmioty,Предметы,アイテム,物品,物品,아이템,Nesneler,Αντικείμενα,Items,Vật phẩm
titleMap,Map,Karte,Carte,Mappa,Mapa,Mapa,Mapa,Mapa,Карта,マップ,地图,地圖,지도,Harita,Χάρτης,Kaart,Bản đồ
titleO2Tank,OXYGEN TANK,SAUERSTOFFTANK,RÉSERVOIR O²,SERBATOIO DI OSSIGENO,TANQUE DE OXÍGENO,DEPÓSITO DE OXIGÉNIO,TANQUE DE O2,ZBIORNIK TLENU,КИСЛОРОДНЫЙ БАК,酸素タンク,氧气罐,氧氣箱,산소 탱크,OKSİJEN TANKI,ΔΕΞΑΜΕΝΗ ΟΞΥΓΟΝΟΥ,Zuurstoftank,BÌNH OXY
titlePdaBriefing,BRIEFING,EINSATZBESPRECHUNG,BRIEFING,BRIEFING,INSTRUCCIONES,INSTRUÇÕES,INSTRUÇÕES,ODPRAWA,БРИФИНГ,ブリーフィング,简介,簡報,요약,KISA BİLGİ,ΕΝΗΜΕΡΩΣΗ,Briefing,
titleRewards:,Rewards:,Belohnung:,Récompenses:,Ricompense:,Recompensas:,Prémios:,Recompensas:,Nagrody:,Награды:,報酬:,奖励：,獎勵：,보상:,Ödüller:,Ανταμοιβές:,beloningen:,Phần thưởng
titleSignContent,Sign Content,Anzeigeinhalt,Détail de l'affichage,Contenuto del Segnale,Contenido de la señal,Conteúdo de Sinal,Conteúdo,Treść wyświetlacza,Контент,信号の内容,标签内容,標識內容,서명 내용,İşaret İçeriği,Υπογεγραμμένο Περιεχόμενο,Bord inhoud,
titleSignEdit,Edit Sign Content,Anzeigeinhalt bearbeiten,Édition de l'affichage,Modifica Contenuto del Segnale,Editar contenido de la señal,Editar Conteúdo de Sinal,Editar texto,Edytuj treść wyświetlacza,Редактировать контент,信号の編集,编辑标签内容,編輯標識內容,서명 내용 편집,İşaret İçeriğini Düzenle,Επεξεργασία Υπογεγραμμένου Περιεχόμενου,Verander bord inhoud,
titleTrader,Trader,Händler,Négociant,Commerciante,Comerciante,Negociante,Mercador,Kupiec,Торговец,トレーダー,交易商,貿易商,상인,Tüccar,Εμπόριο,Handelaar,Thương gia
tglOff,OFF,AUS,OFF,OFF,Apagado,DESLIGADO,DESL.,WYŁ.,ВЫКЛ,オフ,关,關,꺼짐,KAPALI,ΚΛΕΙΣΤΟ,UIT,TẮT
tglOn,ON,AN,ON,ON,Encendido,LIGADO,Lig.,WŁ.,ВКЛ,オン,开,開,켜짐,AÇIK,ΑΝΟΙΧΤΟ,AAN,BẬT
tipBlueprintLibrary,Blueprint Library,Bauplan-Bibliothek,Bibliothèque Blueprints,Libreria Progetti,Biblioteca de Planos,Biblioteca de Projetos,Biblioteca de Modelos,Biblioteka projektów,Библиотека чертежей,設計図一覧,蓝图库,設計圖資料庫,설계도 라이브러리,Plan Kütüphanesi,Βιβλιοθήκη Προσχεδίων,Blauwdruk bibliotheek,Thư viện bản thiết kế
tipControlPanel,Control Panel,Steuerkonsole,Panneau de contrôle,Pannello di Controllo,Panel de Control,Painel de controlo,Painel de Controle,Panel sterowania,Панель управления,コントロールパネル,控制面板,控制台,제어판,Kontrol Paneli,Πίνακας Ελέγχου,Controle paneel,Bảng điều khiển
tipDebugOptions,Debug Options,Debug Optionen,Options de débogage,Opzioni di Debug,Opciones de Depuración,Opções Depurar,Opções de Debug,Opcje debugowania,Настройки отладки,デバッグオプション,调试设定,Debug選項,디버그 옵션,Ayıklama Seçenekleri,Επιλογές Εντοπισμού Σφαλμάτων,Opties voor foutopsporing,Tuỳ chọn gỡ lỗi
tipGettingStarted,Getting Started,Starthilfe,Tutoriels,Per Iniziare,Comenzando,Começar,Iniciando,Pierwsze kroki,Введение,入門,准备开始,正在開始,시작하기,Başlarken,Ξεκινώντας,Beginnen,
tipInventory,Inventory,Inventar,Inventaire,Inventario,Inventario,Inventário,Inventário,Ekwipunek,Инвентарь,イベントリー,背包,物品欄,인벤토리,Envanter,Inventory,Inventaris,
tipMap,Map,Karte,Carte,Mappa,Mapa,Mapa,Mapa,Mapa,Карта,マップ,地图,地圖,지도,Harita,Χάρτης,Kaart,Bản đồ
tipOptions,Options,Optionen,Options,Opzioni,Opciones,Opções,Opções,Opcje,Настройки,オプション,选项,選項,옵션,Seçenekler,Επιλογές,Opties,Tuỳ chọn
tipQuit,Quit,Exit,Quitter,Esci,Salir,Sair,Sair,Wyjście,Выход,終了,退出,退出,종료,Çık,Έξοδος,Stoppen,Thoát
tipSave,Backup,Backup,Sauvegarde,Salva,Copia de seguridad,Cópia de segurança,Backup,Backup,Резервная копия,セーブ,备份,備份,백업,Yedekle,Αντίγραφο Ασφάλειας,Reservekopie,Sao lưu
trwAmmo,Ammo,Munition,Munitions,Munizioni,Munición,Munição,Munição,Amunicja,Патроны,弾薬,弹药,彈藥,탄약,Cephane,Πυρομαχικά,Ammunitie,Đạn
trwArmorBoost,Armor Boosts,Anzugpanzerungs-Boost,Boosters armure,Potenziamenti Armatura,Refuerzos de armadura,Reforços da Armadura,Reforços da Armadura,Dopalacz pancerza,Усилители брони,アーマーブースト,护甲增强器,護甲強化,아머 부스트,Zırh Güçlendiricileri,Προωθητήρες Πανοπλίας,Bepantsering boosts,Tăng cường giáp
trwBank,Bank Transfer,Überweisung,Virement bancaire,Trasferimento Bancario,Transferencia bancaria,Transferência Bancária,Transferir do Banco,Przelew bankowy,Банковский перевод,入金,银行转账,銀行中轉,은행 송금,Banka Havalesi,Τραπεζική Μεταφορά,Overschrijving,
trwBankBalance,Bank Balance,Bankkonto,Banque,Saldo Bancario,Saldo bancario,Saldo Bancário,Valor no Banco,Bilans na koncie,Банковский баланс,残高,存款余额,銀行平衡,은행 잔고,Banka Bakiyesi,Τραπεζικό Υπόλοιπο,Banksaldo,
trwCash,Cash,Cash,Cash,Soldi,Efectivo,Dinheiro,Dinheiro,Gotówka,Наличные,現金,现金,現金,현금,Nakit,Μετρητά,Geld,Tiền mặt
trwComponentsBasic,Basic Components,Grundkomponenten,Composants de base,Componenti Base,Componentes básicos,Componentes Básicos,Componentes Básicos,Podstawowe składniki,Простые компоненты,基本コンポーネント,基本零件,基本組件,기본 컴포넌트,Temel Bileşenler,Βασικά Συστατικά,Basis componenten,Thành phần cơ bản
trwFood,Food,Nahrungsmittel,Nourriture,Cibo,Comida,Comida,Comida,Jedzenie,Еда,食料,食物,食物,식량,Yemek,Φαγητό,Eten,Món ăn
trwItem,Item,Artikel,Elément,Oggetti,Objeto,Objeto,Item,Przedmiot,Предмет,アイテム,物品,物品,아이템,Nesne,Αντικείμενο,Item,Vật phẩm
trwMedical,Medical,Medizin,Medical,Medicinali,Medicina,Médico,Médico,Lek,Медицина,医療,医疗,醫療,의약품,Sağlık,Ιατρικό,Medisch,Y khoa
trwQuantity,Quantity,Anzahl,Quantité,Quantità,Cantidad,Quantidade,Quantidade,Liczba,Количество,数量,数量,數量,수량,Miktar,Ποσότητα,Aantal,Số lượng
trwResources,Resources,Ressourcen,Ressources,Risorse,Recursos,Recursos,Recursos,Zasoby,Ресурсы,資源,资源,資源,자원,Kaynaklar,Πόροι,Middelen,Tài nguyên
trwSeeds,Seeds and Plants,Keime und Pflanzen,Graines et plantes,Semi e Piante,Plantas y semillas,Sementes e Plantas,Sementes e Plantas,Nasiona i Rośliny,Семена и Растения,種子と苗,种子和星球,種子與植物,종묘,Tohumlar ve Bitkiler,Σπόροι και Φυτά,Zaden en planten,Các loại hạt giống và cây
trwStock,Stock,Lager,Stock,Scorta,Existencias,Stock,Estoque,Zbiory,Пачка,在庫数,库存,庫存,재고,Stok,Στοκ,Voorraad,
trwTraderTitle,TRADER,Händler,NEGOCIANT,COMMERCIANTE,COMERCIANTE,NEGOCIANTE 1,Comerciante,KUPIEC,ТОРГОВЕЦ,トレーダー,交易商,貿易商,상인,TÜCCAR,ΕΜΠΟΡΟΣ,HANDELAAR,THƯƠNG GIA
trwWeaponsAdvanced,Advanced Weapons,Verbesserte Waffen,Armes améliorées,Armi Avanzate,Armas avanzadas,Armas Avançadas,Armas Avançadas,Broń zaawansowana,Продвинутое оружие,高度な武器,高级武器,高級武器,고급 무기,Gelişmiş Silahlar,Προηγμένα Όπλα,Geavanceerde wapens,Vũ khí cao cấp
trwWeaponsBasic,Basic Weapons,Standardwaffen,Armes de base,Armi Base,Armas básicas,Armas Elementares,Armas Básicas,Broń podstawowa,Простое оружие,標準の武器,基本武器,基本武器,기본 무기,Temel Silahlar,Βασικά Όπλα,Basis wapens,Vũ khí cơ bản
tutBuildBase,"To build a Base, craft 'Base Starter' in constructor and place it on flat terrain","Um eine Basis zu bauen, stelle einen ""Basis-Starter"" im Konstruktor her und platziere ihn auf ebenem Terrain","Pour construire une base, fabriquez un ""Bloc de départ - base"" dans un constructeur, puis placez-le sur un terrain plat.","Per costruire una Base, costruisci un 'Kit di Partenza - Base' nel costruttore e posizionalo su un terreno pianeggiante","Para construir una base, ve a 'Prototipo de base' en el constructor y colócalo en un terreno plano","Para construir uma Base, crie o “Iniciador da Base” no construtor e coloque-a em terreno plano","Para construir uma base, construa um 'Núcleo de Base' no construtor e coloque-o em um terreno plano","Aby zbudować bazę, wyprodukuj 'Starter bazy' w konstruktorze a następnie umieść go na płaskim terenie","Чтобы построить базу (БА), изготовьте в Конструкторе Основу БА и поместите её на ровный участок грунта",Base を建てるには、コンストラクターでBaseスターターを作成し、平らな土地の上に設置します。,若要建造一个基地，在建造机中制造“基地初始模块”并放置在平地上,要建造基地，在建造機中製作“基地啟動器”並放置在平整地形上,기지를 건축하려면 건축가에서 '기지 스타터'를 제작하고 평평한 지형에 배치하십시오.,"Bir Üss oluşturmak için, Üreticide 'Üs Temeli' üret ve düz araziye yerleştir","Για να φτιάξεις μία βάση, φτιάξε ένα 'Αρχική Βάση' στον κατασκευαστή σου και τοποθέτησέ το στο έδαφος","Als u een basis wilt bouwen, maakt u 'Basis Starter' in de constructeur en plaatst u deze op een vlak terrein",
tutBuildHV,"To build a Hover Vessel (HV), craft 'Hover Vessel Starter' in constructor and place it somewhere","Um einen Bodengleiter zu bauen, stelle einen ""Bodengleiter-Starter"" her und platziere diesen irgendwo","Pour construire un Hover, fabriquez un ""Bloc de départ - Hover"" et placez-le sur le terrain.","Per costruire un Hovercraft, costruisci un 'Kit di Partenza - Hovercraft' nel costruttore e posizionalo da qualche parte",Para construir una Nave de Levitación (NL) fabrique el 'Prototipo de Nave de Levitación' y posiciónalo en algún sitio,"Para construir uma Nave Flutuante (NF), crie o “Iniciador da Nave Flutuante” no construtor e coloque-o em algum lado","Para construir um Planador (P), crie um 'Núcleo de Planador' no construtor e coloque-o em algum lugar","Aby zbudować ślizgacz, wyprodukuj 'Starter ślizgacza magnetycznego' w konstruktorze a następnie umieść go w terenie","Чтобы построить парящее судно (ПС), создайте в Конструкторе основу парящего судна и разместите её где-нибудь",Hover Vessel (HV) を建造するには、「Hover Vessel スターター」をコンストラクターで作成してどこかに設置しましょう。,若要建造一个悬浮飞船，在建造机中制造“悬浮飞船初始模块”并放置在任意地点,要建造懸浮飛船(HV)，在建造機中製作“懸浮飛船啟動器”並放置在平整地形上,호버 선체(HV)를 제작하려면 건축가에서 '호버 선체 스타터'를 제작하고 아무곳에 배치하십시오.,"Bir Hava Aracı (HA) oluşturmak için, 'Hava Aracı Temeli'ni Üreticide üret ve bir yere yerleştir","Για να φτιάξεις ένα Όχημα Hover (HV), φτιάξε ένα 'Αρχικό Όχημα Hover' στον κατασκευαστή σου και τοποθέτησέ το κάπου","Om een ​​Zweef schip (HV) te bouwen, moet je een 'Sweef schip starter' in de constructeur maken en ergens plaatsen",
